Scenario,Region,Sector,Year,Reported_GJ_per_t,Derived_GJ_per_t,Difference_GJ_per_t
baseline_noce,ENE,Cement,2035,5.6457454884021,3.1301739526167616,2.5155715357853383
baseline_noce,ENE,Cement,2040,5.4374031185538,3.0487747230261992,2.388628395527601
baseline_noce,ENE,Cement,2050,5.097593351994799,2.9160968839665777,2.1814964680282216
baseline_noce,ENW,Cement,2019,7.056689341098,4.108095879360104,2.9485934617378957
baseline_noce,ENW,Cement,2024,6.7264345493967,4.000296156296514,2.726138393100186
baseline_noce,ENW,Cement,2030,6.2727785924603,3.879017915383409,2.3937606770768913
baseline_noce,ENW,Cement,2035,5.7747009590305,3.7334681766915545,2.041232782338945
baseline_noce,ENW,Cement,2040,5.2791495281475,3.584504175163966,1.6946453529835344
baseline_noce,ENW,Cement,2050,4.6160270340958,3.394876452068018,1.2211505820277817
baseline_noce,EUE,Cement,2019,5.3265966366668005,3.2821217023848375,2.044474934281963
baseline_noce,EUE,Cement,2024,5.1014592575498,3.2059102293117165,1.8955490282380838
baseline_noce,EUE,Cement,2030,5.1204839659851,3.177091350716918,1.943392615268182
baseline_noce,EUE,Cement,2035,4.8648075317151,3.092957121799617,1.7718504099154835
baseline_noce,EUE,Cement,2040,4.6025859927885,3.0037088073693883,1.5988771854191115
baseline_noce,EUE,Cement,2050,4.1106691845495,2.836225671762358,1.2744435127871419
baseline_noce,EUM,Cement,2019,6.5306685569975995,3.698238405609386,2.8324301513882135
baseline_noce,EUM,Cement,2024,6.1595972209504,3.574503591714438,2.585093629235962
baseline_noce,EUM,Cement,2030,5.6632025176876,3.442868786983775,2.2203337307038256
baseline_noce,EUM,Cement,2035,5.3290160066659,3.359734183646533,1.969281823019367
baseline_noce,EUM,Cement,2040,4.9752095942454,3.267620331772348,1.7075892624730522
baseline_noce,EUM,Cement,2050,4.1934637016242,3.0930455006311366,1.1004182009930634
baseline_noce,EUW,Cement,2019,5.3007777273834,3.168961447865455,2.131816279517945
baseline_noce,EUW,Cement,2024,5.2579967665,3.137360016456407,2.1206367500435928
baseline_noce,EUW,Cement,2030,5.2361979504104,3.11480074552908,2.12139720488132
baseline_noce,EUW,Cement,2035,4.9065771341527995,3.013981708979944,1.8925954251728556
baseline_noce,EUW,Cement,2040,4.5913292008852995,2.915966351009571,1.6753628498757287
baseline_noce,EUW,Cement,2050,3.9389247410409003,2.7322208647394506,1.2067038763014497
baseline_noce,IDN,Cement,2019,6.6056067190397005,3.4802829828772506,3.12532373616245
baseline_noce,IDN,Cement,2024,6.3756920434303,3.39745252914339,2.9782395142869103
baseline_noce,IDN,Cement,2030,6.056185283761599,3.2913667387105146,2.7648185450510847
baseline_noce,IDN,Cement,2035,5.8069938797049,3.2010483441252005,2.6059455355797
baseline_noce,IDN,Cement,2040,5.5968882956646,3.1251171229836148,2.4717711726809855
baseline_noce,IDN,Cement,2050,5.1236394911779,2.998580739369647,2.125058751808253
baseline_noce,IND,Cement,2019,5.2537242241844,,
baseline_noce,IND,Cement,2024,4.9320442906711,2.8081029518804472,2.1239413387906527
baseline_noce,IND,Cement,2030,4.6212236932878,2.7480016615173333,1.8732220317704669
baseline_noce,IND,Cement,2035,4.381250836195,2.734035352146777,1.647215484048223
baseline_noce,IND,Cement,2040,4.2376567689307,2.72491154733887,1.51274522159183
baseline_noce,IND,Cement,2050,3.9737638954027,2.7115976226411416,1.2621662727615583
baseline_noce,JPN,Cement,2019,6.0758168230652,3.3788445624104604,2.6969722606547393
baseline_noce,JPN,Cement,2024,5.9987260893161,3.338100346713391,2.6606257426027087
baseline_noce,JPN,Cement,2030,6.0377486414553,3.399331710547345,2.638416930907955
baseline_noce,JPN,Cement,2035,5.8439460471241,3.411181023641715,2.432765023482385
baseline_noce,JPN,Cement,2040,5.3667858464883,3.3383087420424813,2.0284771044458187
baseline_noce,JPN,Cement,2050,4.5725552729336,3.2354799039001523,1.3370753690334474
baseline_noce,LAM,Cement,2019,5.926083025400899,3.180892047666598,2.7451909777343015
baseline_noce,LAM,Cement,2024,5.64042802279,3.0691982768225112,2.571229745967489
baseline_noce,LAM,Cement,2030,5.3255639902365,2.961076317388256,2.364487672848244
baseline_noce,LAM,Cement,2035,4.981181019572699,2.879441144765561,2.1017398748071385
baseline_noce,LAM,Cement,2040,4.6467652932165,2.8147638389529255,1.8320014542635747
baseline_noce,LAM,Cement,2050,4.0899566016222,2.7114351146095506,1.3785214870126494
baseline_noce,MDA,Cement,2019,6.2123875201905,3.4209927945460636,2.7913947256444365
baseline_noce,MDA,Cement,2024,5.6556113273315,3.217992533720207,2.437618793611293
baseline_noce,MDA,Cement,2030,5.6562360561477,3.249633940731729,2.4066021154159705
baseline_noce,MDA,Cement,2035,5.4344957122306,3.2002577252536,2.234237986977
baseline_noce,MDA,Cement,2040,5.375112847682,3.197141295703051,2.1779715519789486
baseline_noce,MDA,Cement,2050,5.3830555798458,3.2785927185846377,2.1044628612611627
baseline_noce,MEA,Cement,2019,7.065632279177,,
baseline_noce,MEA,Cement,2024,6.6341507492533,3.6168348609752545,3.0173158882780458
baseline_noce,MEA,Cement,2030,6.4516456103243005,3.5645072389770562,2.8871383713472443
baseline_noce,MEA,Cement,2035,6.249492276734,3.490539845892864,2.7589524308411364
baseline_noce,MEA,Cement,2040,6.0730533466422,3.426900195424398,2.6461531512178023
baseline_noce,MEA,Cement,2050,5.7839075680500995,3.319037641003079,2.4648699270470207
baseline_noce,MEX,Cement,2019,6.5146950630769,3.463093444743979,3.0516016183329207
baseline_noce,MEX,Cement,2024,6.080910929439501,3.3570489604304767,2.723861969009024
baseline_noce,MEX,Cement,2030,5.6096361182739,3.2692587186221154,2.3403773996517847
baseline_noce,MEX,Cement,2035,5.220628596216,3.201761633011936,2.0188669632040637
baseline_noce,MEX,Cement,2040,4.8905247437293,3.1433867704771483,1.7471379732521513
baseline_noce,MEX,Cement,2050,4.6229495551335,3.038794316896775,1.5841552382367254
baseline_noce,NIG,Cement,2019,5.5811628294468,2.9963273278964326,2.5848355015503675
baseline_noce,NIG,Cement,2024,5.2771815715953005,2.8853135066515545,2.391868064943746
baseline_noce,NIG,Cement,2030,4.9670545610592,2.818113329345863,2.148941231713337
baseline_noce,NIG,Cement,2035,4.6249421302466995,2.7531375096753465,1.871804620571353
baseline_noce,NIG,Cement,2040,4.2658570945738,2.697289505384174,1.5685675891896258
baseline_noce,NIG,Cement,2050,3.7848175413005,2.62796805759936,1.1568494837011398
baseline_noce,RUS,Cement,2019,4.1819980293893,2.3040812435912756,1.8779167857980243
baseline_noce,RUS,Cement,2024,4.0761804714428,2.3498328523627627,1.7263476190800375
baseline_noce,RUS,Cement,2030,4.3028361229023,2.489080450952328,1.8137556719499721
baseline_noce,RUS,Cement,2035,4.1707838879708,2.515728901919557,1.6550549860512431
baseline_noce,RUS,Cement,2040,4.052011693655199,2.5425812384705377,1.5094304551846616
baseline_noce,RUS,Cement,2050,4.101568609229701,2.591191489500288,1.5103771197294127
baseline_noce,SKT,Cement,2019,6.5772850257475,3.7613772969630106,2.8159077287844894
baseline_noce,SKT,Cement,2024,6.4581520098593,3.6916350632343256,2.7665169466249746
baseline_noce,SKT,Cement,2030,6.2718784093007,3.635193739078289,2.636684670222411
baseline_noce,SKT,Cement,2035,5.7469945936814,3.4711331344839254,2.2758614591974746
baseline_noce,SKT,Cement,2040,5.3229433609251,3.3600108042352392,1.9629325566898608
baseline_noce,SKT,Cement,2050,4.2350884713091,3.1227774789966656,1.1123109923124348
baseline_noce,USA,Cement,2019,6.9585138811343,3.7793426205477214,3.1791712605865783
baseline_noce,USA,Cement,2024,6.6385674711012,3.660242404495191,2.978325066606009
baseline_noce,USA,Cement,2030,6.1187527435761995,3.418501236490187,2.7002515070860125
baseline_noce,USA,Cement,2035,6.0553515182544,3.4086085930131214,2.646742925241279
baseline_noce,USA,Cement,2040,5.8222568896305,3.3105167245787754,2.511740165051725
baseline_noce,USA,Cement,2050,5.4754109962727,3.145001695289685,2.330409300983015
baseline_noce,AFE,Iron and steel,2019,5.105741994975,,
baseline_noce,AFE,Iron and steel,2024,16.3772564936992,,
baseline_noce,AFE,Iron and steel,2030,14.2153355465168,,
baseline_noce,AFE,Iron and steel,2035,9.149657370327901,,
baseline_noce,AFE,Iron and steel,2040,5.1057397439331,,
baseline_noce,AFE,Iron and steel,2050,2.1437139868239004,,
baseline_noce,AFN,Iron and steel,2019,27.842313262395,,
baseline_noce,AFN,Iron and steel,2024,20.3989815808133,,
baseline_noce,AFN,Iron and steel,2030,14.0886874219557,,
baseline_noce,AFN,Iron and steel,2035,9.5543582888708,5.934321900540321,3.6200363883304787
baseline_noce,AFN,Iron and steel,2040,3.5339586259111,,
baseline_noce,AFN,Iron and steel,2050,3.8340872627186,,
baseline_noce,AFW,Iron and steel,2019,5.1057418568056,,
baseline_noce,AFW,Iron and steel,2024,2.1009652144625997,,
baseline_noce,AFW,Iron and steel,2030,2.1002067377116,,
baseline_noce,AFW,Iron and steel,2035,3.3906713750078,,
baseline_noce,AFW,Iron and steel,2040,2.908465148111,,
baseline_noce,AFW,Iron and steel,2050,4.1234326554106,,
baseline_noce,AFZ,Iron and steel,2019,35.2215543708135,,
baseline_noce,AFZ,Iron and steel,2024,12.155427955178299,,
baseline_noce,AFZ,Iron and steel,2030,11.2031808596322,,
baseline_noce,AFZ,Iron and steel,2035,23.7045277572689,12.95644951474913,10.74807824251977
baseline_noce,AFZ,Iron and steel,2040,20.7271108528321,,
baseline_noce,AFZ,Iron and steel,2050,4.1950362388796005,,
baseline_noce,ANZ,Iron and steel,2019,30.0629974399412,,
baseline_noce,ANZ,Iron and steel,2024,18.650922531550098,,
baseline_noce,ANZ,Iron and steel,2030,2.1298912507597,,
baseline_noce,ANZ,Iron and steel,2035,2.6859368352676998,2.6741840443423612,0.011752790925338541
baseline_noce,ANZ,Iron and steel,2040,3.6493171785168,3.6409684264940867,0.008348752022713235
baseline_noce,ANZ,Iron and steel,2050,6.930001378368201,,
baseline_noce,ASC,Iron and steel,2019,86.07278438249969,,
baseline_noce,ASC,Iron and steel,2024,58.8240903340706,,
baseline_noce,ASC,Iron and steel,2030,15.252654596463199,9.200892978375428,6.05176161808777
baseline_noce,ASC,Iron and steel,2035,10.4296428055923,6.6508952832840995,3.7787475223082003
baseline_noce,ASC,Iron and steel,2040,3.1742344538947003,3.1742316546899563,2.7992047439973078e-06
baseline_noce,ASC,Iron and steel,2050,3.8338715693014,,
baseline_noce,ASE,Iron and steel,2019,13.2721601714128,,
baseline_noce,ASE,Iron and steel,2024,2.1000189710438,,
baseline_noce,ASE,Iron and steel,2030,2.1000094468906,,
baseline_noce,ASE,Iron and steel,2035,2.1000001078976,,
baseline_noce,ASE,Iron and steel,2040,2.1000001364499,,
baseline_noce,ASE,Iron and steel,2050,2.6084213406431003,,
baseline_noce,ASO,Iron and steel,2019,5.0908419754583,,
baseline_noce,ASO,Iron and steel,2024,2.1000042495271,,
baseline_noce,ASO,Iron and steel,2030,2.0999999999999,,
baseline_noce,ASO,Iron and steel,2035,2.1000004248674,,
baseline_noce,ASO,Iron and steel,2040,2.1000000662664,,
baseline_noce,ASO,Iron and steel,2050,2.1000006343034996,,
baseline_noce,BRA,Iron and steel,2019,32.913533498273004,,
baseline_noce,BRA,Iron and steel,2024,29.6192209403731,,
baseline_noce,BRA,Iron and steel,2030,23.8492573755437,13.436435898479434,10.412821477064266
baseline_noce,BRA,Iron and steel,2035,17.2866709684761,10.604339543181034,6.6823314252950645
baseline_noce,BRA,Iron and steel,2040,10.8526926769846,,
baseline_noce,BRA,Iron and steel,2050,6.3523011116603,,
baseline_noce,CAN,Iron and steel,2019,27.213506411083202,,
baseline_noce,CAN,Iron and steel,2024,13.8003471082449,,
baseline_noce,CAN,Iron and steel,2030,2.9186294776031003,,
baseline_noce,CAN,Iron and steel,2035,3.5441211291733,3.5441210451049465,8.406835361185472e-08
baseline_noce,CAN,Iron and steel,2040,3.7062118889864,,
baseline_noce,CAN,Iron and steel,2050,6.929999999999899,,
baseline_noce,CHL,Iron and steel,2019,15.249562637745301,,
baseline_noce,CHL,Iron and steel,2024,8.591324764484,,
baseline_noce,CHL,Iron and steel,2030,16.7948882231316,,
baseline_noce,CHL,Iron and steel,2035,11.9389961695752,7.2626374485842895,4.67635872099091
baseline_noce,CHL,Iron and steel,2040,8.1480343090289,6.192609859919345,1.9554244491095547
baseline_noce,CHL,Iron and steel,2050,6.9300893240831005,,
baseline_noce,CHN,Iron and steel,2019,32.310306031848796,,
baseline_noce,CHN,Iron and steel,2024,30.7780774402668,,
baseline_noce,CHN,Iron and steel,2030,30.2332506272974,,
baseline_noce,CHN,Iron and steel,2035,27.647042585699,15.226249152786984,12.420793432912017
baseline_noce,CHN,Iron and steel,2040,20.7720148787763,12.20408149340886,8.56793338536744
baseline_noce,CHN,Iron and steel,2050,4.4039649388463,,
baseline_noce,ENE,Iron and steel,2019,23.7000861969448,,
baseline_noce,ENE,Iron and steel,2024,13.0077465007409,,
baseline_noce,ENE,Iron and steel,2030,13.4744248104945,,
baseline_noce,ENE,Iron and steel,2035,26.639601742988,14.281339749146323,12.358261993841676
baseline_noce,ENE,Iron and steel,2040,28.5290087823791,15.321578438598983,13.207430343780118
baseline_noce,ENE,Iron and steel,2050,21.2069010527343,,
baseline_noce,ENW,Iron and steel,2019,33.2455127416452,,
baseline_noce,ENW,Iron and steel,2024,8.1125821659226,,
baseline_noce,ENW,Iron and steel,2030,2.3248937881827,,
baseline_noce,ENW,Iron and steel,2035,3.5288509201236002,,
baseline_noce,ENW,Iron and steel,2040,5.8326067802364,,
baseline_noce,ENW,Iron and steel,2050,6.9300021197151,,
baseline_noce,EUE,Iron and steel,2019,27.6490062251117,,
baseline_noce,EUE,Iron and steel,2024,21.7420536603818,,
baseline_noce,EUE,Iron and steel,2030,2.8124582135439,,
baseline_noce,EUE,Iron and steel,2035,2.8469257042262996,,
baseline_noce,EUE,Iron and steel,2040,3.7807398413896,,
baseline_noce,EUE,Iron and steel,2050,7.970571603808801,,
baseline_noce,EUM,Iron and steel,2019,18.362265354406897,,
baseline_noce,EUM,Iron and steel,2024,16.018567489366202,,
baseline_noce,EUM,Iron and steel,2030,7.8488927489326,5.447508148937367,2.4013845999952323
baseline_noce,EUM,Iron and steel,2035,3.8434788197774,3.843478562285115,2.5749228482752073e-07
baseline_noce,EUM,Iron and steel,2040,4.1141800326363995,,
baseline_noce,EUM,Iron and steel,2050,6.9300003104426,,
baseline_noce,EUW,Iron and steel,2019,31.106004200135402,,
baseline_noce,EUW,Iron and steel,2024,28.2590764978537,,
baseline_noce,EUW,Iron and steel,2030,22.795242199024802,12.906314922499153,9.88892727652565
baseline_noce,EUW,Iron and steel,2035,14.2153058064189,8.946179429981571,5.269126376437329
baseline_noce,EUW,Iron and steel,2040,5.168048280406199,5.033108108729018,0.1349401716771812
baseline_noce,EUW,Iron and steel,2050,6.9300002400153,,
baseline_noce,IDN,Iron and steel,2019,30.480034078354,,
baseline_noce,IDN,Iron and steel,2024,23.5542051968074,,
baseline_noce,IDN,Iron and steel,2030,22.978836846634003,,
baseline_noce,IDN,Iron and steel,2035,28.6336132749317,15.292559337882146,13.341053937049555
baseline_noce,IDN,Iron and steel,2040,22.2978059368775,12.18212349103732,10.115682445840179
baseline_noce,IDN,Iron and steel,2050,2.3479473503437998,,
baseline_noce,IND,Iron and steel,2019,38.0080718359443,,
baseline_noce,IND,Iron and steel,2024,34.3915999901329,,
baseline_noce,IND,Iron and steel,2030,26.0596471458872,,
baseline_noce,IND,Iron and steel,2035,21.6181146111524,,
baseline_noce,IND,Iron and steel,2040,18.1191615398002,,
baseline_noce,IND,Iron and steel,2050,15.6457032950668,,
baseline_noce,JPN,Iron and steel,2019,34.4166110035666,,
baseline_noce,JPN,Iron and steel,2024,27.0173144045196,,
baseline_noce,JPN,Iron and steel,2030,21.1867771551669,12.180809097130666,9.005968058036235
baseline_noce,JPN,Iron and steel,2035,7.0217826349615,6.134779376500845,0.8870032584606555
baseline_noce,JPN,Iron and steel,2040,5.3118014675323995,5.114919472564843,0.19688199496755665
baseline_noce,JPN,Iron and steel,2050,7.7043028904831,,
baseline_noce,LAM,Iron and steel,2019,21.3902271695577,,
baseline_noce,LAM,Iron and steel,2024,5.0084941757564,,
baseline_noce,LAM,Iron and steel,2030,2.4913438829689,,
baseline_noce,LAM,Iron and steel,2035,6.3529007713398995,4.107466692021881,2.2454340793180183
baseline_noce,LAM,Iron and steel,2040,2.1000001342915997,,
baseline_noce,LAM,Iron and steel,2050,2.2610541871029004,,
baseline_noce,MDA,Iron and steel,2019,27.533931671734802,,
baseline_noce,MDA,Iron and steel,2024,10.3706681740265,,
baseline_noce,MDA,Iron and steel,2030,6.712875711801,4.589449988423231,2.1234257233777685
baseline_noce,MDA,Iron and steel,2035,5.120350031666,3.7913435808766187,1.329006450789381
baseline_noce,MDA,Iron and steel,2040,4.8816493529287,3.9038018870165283,0.9778474659121716
baseline_noce,MDA,Iron and steel,2050,4.059994748021301,,
baseline_noce,MEA,Iron and steel,2019,22.131494799170902,,
baseline_noce,MEA,Iron and steel,2024,17.443851109496098,,
baseline_noce,MEA,Iron and steel,2030,6.0444775303399,4.230793712927247,1.8136838174126524
baseline_noce,MEA,Iron and steel,2035,9.402753445909301,6.12305081446296,3.279702631446341
baseline_noce,MEA,Iron and steel,2040,5.6560997129423,4.53178173100954,1.1243179819327604
baseline_noce,MEA,Iron and steel,2050,7.3360013753484,,
baseline_noce,MEX,Iron and steel,2019,17.3897149952881,,
baseline_noce,MEX,Iron and steel,2024,18.151427743839502,,
baseline_noce,MEX,Iron and steel,2030,13.1183874227936,7.492685752538251,5.625701670255348
baseline_noce,MEX,Iron and steel,2035,3.5192595855817004,3.519255628976364,3.95660533625275e-06
baseline_noce,MEX,Iron and steel,2040,3.4507750086088,,
baseline_noce,MEX,Iron and steel,2050,3.5491232070806,,
baseline_noce,NIG,Iron and steel,2019,5.1057420574195,,
baseline_noce,NIG,Iron and steel,2024,2.1000200994079,,
baseline_noce,NIG,Iron and steel,2030,2.1,,
baseline_noce,NIG,Iron and steel,2035,2.1000003877102,,
baseline_noce,NIG,Iron and steel,2040,2.100000120827,,
baseline_noce,NIG,Iron and steel,2050,2.1157622818372,,
baseline_noce,RUS,Iron and steel,2019,58.0262709430273,,
baseline_noce,RUS,Iron and steel,2024,47.4665184340682,,
baseline_noce,RUS,Iron and steel,2030,35.3301737123655,19.491871859072493,15.838301853293007
baseline_noce,RUS,Iron and steel,2035,9.801930608199301,,
baseline_noce,RUS,Iron and steel,2040,5.3688698369313,,
baseline_noce,RUS,Iron and steel,2050,9.863757511187,,
baseline_noce,SKT,Iron and steel,2019,28.0601719854614,,
baseline_noce,SKT,Iron and steel,2024,28.208912010221102,,
baseline_noce,SKT,Iron and steel,2030,22.7026137075395,12.791365697917477,9.911248009622021
baseline_noce,SKT,Iron and steel,2035,13.1120961175108,8.793653943790817,4.318442173719983
baseline_noce,SKT,Iron and steel,2040,5.092302147483401,5.092301942512663,2.0497073727199222e-07
baseline_noce,SKT,Iron and steel,2050,6.9300001055964,,
baseline_noce,USA,Iron and steel,2019,19.439364545372502,,
baseline_noce,USA,Iron and steel,2024,19.971767025205498,,
baseline_noce,USA,Iron and steel,2030,8.1058106527018,5.526697775182542,2.5791128775192584
baseline_noce,USA,Iron and steel,2035,3.7294668332564,3.6915127192428847,0.03795411401351512
baseline_noce,USA,Iron and steel,2040,4.9649718032307,4.935871399456467,0.029100403774233286
baseline_noce,USA,Iron and steel,2050,6.929999999999899,,
baseline_noce,AFE,Aluminium,2019,,,
baseline_noce,AFE,Aluminium,2024,,,
baseline_noce,AFE,Aluminium,2030,,,
baseline_noce,AFE,Aluminium,2035,,,
baseline_noce,AFE,Aluminium,2040,,,
baseline_noce,AFE,Aluminium,2050,,,
baseline_noce,AFN,Aluminium,2019,86.0215767344937,,
baseline_noce,AFN,Aluminium,2024,73.8918689093465,,
baseline_noce,AFN,Aluminium,2030,45.1345672318161,,
baseline_noce,AFN,Aluminium,2035,58.1094299056072,,
baseline_noce,AFN,Aluminium,2040,61.2500360481404,,
baseline_noce,AFN,Aluminium,2050,75.79095031754301,,
baseline_noce,AFW,Aluminium,2019,89.77990407772809,,
baseline_noce,AFW,Aluminium,2024,75.2725174808879,,
baseline_noce,AFW,Aluminium,2030,50.017396453403705,,
baseline_noce,AFW,Aluminium,2035,36.5366552805335,27.470630711378696,9.066024569154806
baseline_noce,AFW,Aluminium,2040,15.533194303067098,10.771833267564931,4.761361035502167
baseline_noce,AFW,Aluminium,2050,16.349574328074002,,
baseline_noce,AFZ,Aluminium,2019,93.828423341574,,
baseline_noce,AFZ,Aluminium,2024,79.6558979931122,,
baseline_noce,AFZ,Aluminium,2030,55.1551250545044,,
baseline_noce,AFZ,Aluminium,2035,46.553797326942004,36.284189361955484,10.26960796498652
baseline_noce,AFZ,Aluminium,2040,42.776850292496,35.15145049147739,7.6253998010186095
baseline_noce,AFZ,Aluminium,2050,42.630183780376896,,
baseline_noce,ANZ,Aluminium,2019,67.15340153073839,,
baseline_noce,ANZ,Aluminium,2024,91.3210197037867,,
baseline_noce,ANZ,Aluminium,2030,88.9561460525881,,
baseline_noce,ANZ,Aluminium,2035,78.9147524845545,,
